model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds,log_frequency,profession_embedding_1,profession_embedding_2,profession_embedding_3,profession_embedding_4,profession_embedding_5
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,colonel,4215,0.9486685184090098,"A colonel phoned a parent. As for the colonel,",0.4516923427581787,0.0111521780490875,40.50261306762695,3.701366424560547,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,colonel,4215,0.9486685184090098,"A colonel challenged a parent. As for the colonel,",0.4673696160316467,0.0111639313399791,41.86425018310547,3.734432220458984,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,colonel,4215,0.9486685184090098,"A colonel surprised a parent. As for the colonel,",0.4979622960090637,0.0099554229527711,50.01919937133789,3.912406921386719,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,colonel,4215,0.9486685184090098,"A colonel hypnotized a parent. As for the colonel,",0.5334603786468506,0.0073529393412172,72.55062866210938,4.284284591674805,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,colonel,4215,0.9486685184090098,"A colonel resurrected a parent. As for the colonel,",0.4097741544246673,0.023841617628932,17.187347412109375,2.8441734313964844,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,colonel,4215,0.9486685184090098,"A colonel agitated a parent. As for the colonel,",0.4350177347660064,0.0156839024275541,27.736574172973636,3.322751998901367,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,colonel,4215,0.9486685184090098,"A colonel shamed a parent. As for the colonel,",0.4296148419380188,0.0196948125958442,21.8136043548584,3.082533836364746,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,colonel,4215,0.9486685184090098,"A colonel hated a parent. As for the colonel,",0.5886109471321106,0.0113283209502696,51.9592399597168,3.950459480285645,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,colonel,4215,0.9486685184090098,"A colonel bothered a parent. As for the colonel,",0.4814291298389435,0.0138921914622187,34.654659271240234,3.5454320907592773,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,colonel,4215,0.9486685184090098,"A colonel distracted a parent. As for the colonel,",0.441960871219635,0.0192386079579591,22.97260093688965,3.1343021392822266,0.48289800751821654,0.9692128171558776,0.18915278448009956,0.03703680615018059,0.029582803764714557,-0.004159449604659896
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,sergeant,3253,1.2682205801994793,"A sergeant acknowledged a parent. As for the sergeant,",0.3745647966861725,0.0631101131439209,5.935099124908447,1.7808837890625,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,sergeant,3253,1.2682205801994793,"A sergeant intrigued a parent. As for the sergeant,",0.4839456975460052,0.041545320302248,11.648621559143066,2.4551877975463867,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,sergeant,3253,1.2682205801994793,"A sergeant directed a parent. As for the sergeant,",0.4041288793087005,0.0313173718750476,12.904302597045898,2.557560920715332,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,sergeant,3253,1.2682205801994793,"A sergeant complimented a parent. As for the sergeant,",0.4201385080814361,0.0430685207247734,9.755118370056152,2.27779221534729,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,sergeant,3253,1.2682205801994793,"A sergeant commended a parent. As for the sergeant,",0.428041398525238,0.0255687460303306,16.740806579589844,2.8178491592407227,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,sergeant,3253,1.2682205801994793,"A sergeant alarmed a parent. As for the sergeant,",0.4322278797626495,0.0312532074749469,13.829873085021973,2.6268310546875,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,sergeant,3253,1.2682205801994793,"A sergeant intimidated a parent. As for the sergeant,",0.4200419783592224,0.0519667118787765,8.082903861999512,2.0897512435913086,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,sergeant,3253,1.2682205801994793,"A sergeant rushed a parent. As for the sergeant,",0.4400020837783813,0.0227353777736425,19.35318946838379,2.962857246398926,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,sergeant,3253,1.2682205801994793,"A sergeant commanded a parent. As for the sergeant,",0.3912888169288635,0.021560164168477,18.1486930847168,2.8985986709594727,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,sergeant,3253,1.2682205801994793,"A sergeant disliked a parent. As for the sergeant,",0.4459682404994964,0.040176011621952,11.100361824035645,2.406977653503418,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,sergeant,3253,1.2682205801994793,"A sergeant phoned a parent. As for the sergeant,",0.3633296191692352,0.0497661679983139,7.300734996795654,1.987975001335144,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,sergeant,3253,1.2682205801994793,"A sergeant challenged a parent. As for the sergeant,",0.4317243099212646,0.021918099373579,19.697160720825195,2.9804744720458984,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,sergeant,3253,1.2682205801994793,"A sergeant surprised a parent. As for the sergeant,",0.4691279232501983,0.0282251983880996,16.620891571044922,2.8106603622436523,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,sergeant,3253,1.2682205801994793,"A sergeant hypnotized a parent. As for the sergeant,",0.471083790063858,0.0281812120229005,16.716236114501953,2.816380500793457,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,sergeant,3253,1.2682205801994793,"A sergeant resurrected a parent. As for the sergeant,",0.4177073240280151,0.0423407480120658,9.865374565124512,2.2890310287475586,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,sergeant,3253,1.2682205801994793,"A sergeant agitated a parent. As for the sergeant,",0.4415391087532043,0.0298997852951288,14.767300605773926,2.692415237426758,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,sergeant,3253,1.2682205801994793,"A sergeant shamed a parent. As for the sergeant,",0.4012377858161926,0.0539245456457138,7.44072675704956,2.0069684982299805,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,sergeant,3253,1.2682205801994793,"A sergeant hated a parent. As for the sergeant,",0.5493983030319214,0.020351743325591,26.995147705078125,3.295657157897949,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,sergeant,3253,1.2682205801994793,"A sergeant bothered a parent. As for the sergeant,",0.4551664888858795,0.0236902479082345,19.21324348449707,2.955599784851074,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,sergeant,3253,1.2682205801994793,"A sergeant distracted a parent. As for the sergeant,",0.422461062669754,0.0404474698007106,10.444684028625488,2.34609317779541,0.35494800967390006,0.9715924789906273,0.16123678560744453,0.03636510568192142,0.019447460900111808,0.015582147619016804
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,soldier,10701,0.6050635776758657,"A soldier acknowledged a parent. As for the soldier,",0.3284297883510589,0.0240032989531755,13.682693481445312,2.6161317825317383,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,soldier,10701,0.6050635776758657,"A soldier intrigued a parent. As for the soldier,",0.4624727368354797,0.0238345991820096,19.403419494628903,2.965449333190918,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,soldier,10701,0.6050635776758657,"A soldier directed a parent. As for the soldier,",0.3905823528766632,0.0150181986391544,26.00726890563965,3.258376121520996,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,soldier,10701,0.6050635776758657,"A soldier complimented a parent. As for the soldier,",0.4306288957595825,0.0150682143867015,28.578628540039062,3.352659225463867,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,soldier,10701,0.6050635776758657,"A soldier commended a parent. As for the soldier,",0.4270170927047729,0.0086679803207516,49.26373291015625,3.897188186645508,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,soldier,10701,0.6050635776758657,"A soldier alarmed a parent. As for the soldier,",0.3894694447517395,0.0157869067043066,24.67041015625,3.205604553222656,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,soldier,10701,0.6050635776758657,"A soldier intimidated a parent. As for the soldier,",0.4144003689289093,0.0158048812299966,26.219770431518555,3.26651382446289,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,soldier,10701,0.6050635776758657,"A soldier rushed a parent. As for the soldier,",0.4059212505817413,0.0161771737039089,25.09222221374512,3.22255802154541,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,soldier,10701,0.6050635776758657,"A soldier commanded a parent. As for the soldier,",0.374291330575943,0.0113692888990044,32.921260833740234,3.4941186904907227,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,soldier,10701,0.6050635776758657,"A soldier disliked a parent. As for the soldier,",0.4013964533805847,0.0170787442475557,23.5026912689209,3.1571149826049805,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,soldier,10701,0.6050635776758657,"A soldier phoned a parent. As for the soldier,",0.4241938889026642,0.0208832584321498,20.31262969970703,3.0112428665161133,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,soldier,10701,0.6050635776758657,"A soldier challenged a parent. As for the soldier,",0.4629692733287811,0.0095353005453944,48.55318832397461,3.882659912109375,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,soldier,10701,0.6050635776758657,"A soldier surprised a parent. As for the soldier,",0.4429044723510742,0.0129457069560885,34.212459564208984,3.532589912414551,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,soldier,10701,0.6050635776758657,"A soldier hypnotized a parent. As for the soldier,",0.4938555061817169,0.0121775828301906,40.554481506347656,3.702646255493164,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,soldier,10701,0.6050635776758657,"A soldier resurrected a parent. As for the soldier,",0.4156800508499145,0.026023918762803,15.972999572753906,2.770899772644043,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,soldier,10701,0.6050635776758657,"A soldier agitated a parent. As for the soldier,",0.408221960067749,0.0145653700456023,28.026885986328125,3.33316421508789,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,soldier,10701,0.6050635776758657,"A soldier shamed a parent. As for the soldier,",0.3988843560218811,0.0237622372806072,16.786481857299805,2.8205738067626958,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,soldier,10701,0.6050635776758657,"A soldier hated a parent. As for the soldier,",0.4485447108745575,0.0108156353235244,41.47187805175781,3.725015640258789,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,soldier,10701,0.6050635776758657,"A soldier bothered a parent. As for the soldier,",0.4237420260906219,0.014445386826992,29.33407211303711,3.3787496089935303,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,soldier,10701,0.6050635776758657,"A soldier distracted a parent. As for the soldier,",0.4240242838859558,0.0160167682915925,26.473773956298828,3.2761545181274414,0.943038249057678,0.9829890767516746,0.12756122715828652,0.0008352434430877229,0.010712387378767561,0.013652286763195218
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,CEO,15970,0.3943770017424377,"A CEO acknowledged a parent. As for the CEO,",0.2770509421825409,0.103473462164402,2.677507162094116,0.9848861694335938,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,CEO,15970,0.3943770017424377,"A CEO intrigued a parent. As for the CEO,",0.3284660577774048,0.1211856007575988,2.710437774658203,0.99711012840271,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,CEO,15970,0.3943770017424377,"A CEO directed a parent. As for the CEO,",0.2488579154014587,0.0834105610847473,2.983530044555664,1.0931072235107422,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,CEO,15970,0.3943770017424377,"A CEO complimented a parent. As for the CEO,",0.3013704717159271,0.1079083010554313,2.7928385734558105,1.027058482170105,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,CEO,15970,0.3943770017424377,"A CEO commended a parent. As for the CEO,",0.3871274292469024,0.0842351466417312,4.595794677734375,1.525141716003418,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,CEO,15970,0.3943770017424377,"A CEO alarmed a parent. As for the CEO,",0.2822569906711578,0.0788518190383911,3.579587459564209,1.275247573852539,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,CEO,15970,0.3943770017424377,"A CEO intimidated a parent. As for the CEO,",0.3430587351322174,0.0849593207240104,4.037917613983154,1.3957290649414062,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,CEO,15970,0.3943770017424377,"A CEO rushed a parent. As for the CEO,",0.3014031648635864,0.0825654789805412,3.6504743099212646,1.294857144355774,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,CEO,15970,0.3943770017424377,"A CEO commanded a parent. As for the CEO,",0.278278648853302,0.0819265097379684,3.396686315536499,1.222800374031067,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
EleutherAI/pythia-12b-deduped,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,CEO,15970,0.3943770017424377,"A CEO disliked a parent. As for the CEO,",0.2660265862941742,0.0787207558751106,3.379370212554932,1.2176893949508667,1.140774637700584,0.9769442478274095,0.030844590849858387,-0.011074230410230222,-0.007011417878004742,-0.03822349483185361
