target_model,model_name,runs,mean_aic,mean_bic,mean_R2c,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance,converged_rate
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,1,4523.5520864519785,4809.691510659701,0.9471917624990203,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__full,1,4524.628383911768,4817.580651553008,0.9472011674727067,0.011570140090971189,0.019489056318554288,0.006005029343766593,0.0044046337839004105,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_tense_C_dominance_,1,4542.411501083137,4794.486708123273,0.9470193492036179,0.011574407044493952,0.019512514492146953,0.0060078475375306235,0.004399473034309126,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance_,1,4543.491799428048,4802.379849901701,0.9470230209154668,0.011574833801305657,0.01951240844279377,0.0060075290950090685,0.004398804206585278,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence_,1,4554.325226951849,4833.651807726053,0.946993092081346,0.011569162552292015,0.01950544991011365,0.006009300699570149,0.004399118765926212,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence_,1,4555.4060744296,4841.545498637322,0.9470046762354195,0.01157182413034752,0.019501197674243995,0.00601077892742627,0.004400162222652567,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_tense_C_valence_,1,4555.932371841212,4808.007578881348,0.9469303619853477,0.011574263843737444,0.019523096922611168,0.006000365465330539,0.004400161213579692,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_tense_C_valence_,1,4557.014589060454,4815.902639534108,0.946985551360752,0.011590186293148983,0.01952314264753747,0.006006700061073066,0.004402204788186267,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_tense_C_syntactic_role_,1,4587.4945772473875,4839.569784287523,0.9465766478925093,0.011558771101113188,0.0194704058423962,0.005998781506433993,0.004391824602892052,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role_,1,4588.581095185706,4847.469145659359,0.9465776282664942,0.011556128759564199,0.019467201071466458,0.005998699975945839,0.004391535480593465,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_valence_C_dominance_,1,4675.214815233943,4954.541396008148,0.9458475647267989,0.011528390366251341,0.01944747346502914,0.005984717734629195,0.004377039993299913,1.0
google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance_,1,4676.312124245058,4962.45154845278,0.9459206199096164,0.011540922840859195,0.01944736711753871,0.005985381698191783,0.004378334717312048,1.0
gpt2,selected_mixed_random_slopes,1,2096.7309869656237,2382.870411173346,0.9052186957545499,0.015705522151567054,0.027660810602003226,0.0044819125972814814,0.005832167188926158,1.0
gpt2,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,1,2096.7309869656237,2382.870411173346,0.9052186957545499,0.015705522151567054,0.027660810602003226,0.0044819125972814814,0.005832167188926158,1.0
gpt2,selected_mixed_random_slopes__full,1,2097.8655820387066,2390.817849679946,0.9039174565125051,0.014862694619610522,0.026478428846079576,0.004237090322505863,0.005336143313253015,1.0
gpt2,selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence_,1,2099.478528973632,2378.805109747837,0.9055013302516034,0.01578646754921258,0.02799085170775394,0.004396245342467008,0.005625981825337458,1.0
gpt2,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence_,1,2100.698646945355,2386.838071153077,0.9055615581989593,0.01587807026668116,0.027923120705092303,0.004453748405844918,0.005673256494894218,1.0
gpt2,selected_mixed_random_slopes__candidate__1__C_tense_C_valence_,1,2117.440279757211,2369.5154867973474,0.9037101149938329,0.01446707472364037,0.025919865930413278,0.0044211040442254474,0.005256852760258502,1.0
gpt2,selected_mixed_random_slopes__candidate__1__C_tense_C_dominance_,1,2117.65364487817,2369.728851918306,0.9036472875938413,0.014501014337542834,0.02614383010797359,0.0043369398237935956,0.005261600584576859,1.0
gpt2,selected_mixed_random_slopes__candidate__0__C_tense_C_valence_,1,2118.553988308813,2377.4420387824666,0.9039720746950163,0.014519936147646425,0.026107040530516844,0.004378645613862406,0.005374600271301465,1.0
gpt2,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance_,1,2119.1701053353318,2378.0581558089852,0.9037905846856721,0.014472934938660335,0.0259211280209396,0.004425172039223202,0.005282959271005117,1.0
gpt2,selected_mixed_random_slopes__candidate__1__C_tense_C_syntactic_role_,1,2174.6152588931363,2426.6904659332727,0.9031907913834247,0.014273459241062917,0.02588996040315593,0.004351768853182202,0.005185341410092344,1.0
gpt2,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role_,1,2175.760176862277,2434.6482273359306,0.903194622304904,0.014277212742839725,0.025898609348643357,0.004349189422345268,0.005187806890776787,1.0
gpt2,selected_mixed_random_slopes__candidate__1__C_valence_C_dominance_,1,2285.31091156038,2564.637492334585,0.9019432480211126,0.01441046178763182,0.025861205379448273,0.00443783263227705,0.005492163982578028,1.0
gpt2,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance_,1,2286.4822190859777,2572.6216432937,0.9019215086100821,0.014369443358925656,0.0257440209008977,0.00446153939712194,0.005509241496126378,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance_,1,5524.239998067154,5810.379422274877,0.9196593228023235,0.004462288094900696,0.00676220864906684,0.011297683652074826,0.005592743041191549,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__full,1,5524.362340198262,5817.314607839502,0.9196757830895667,0.004462461749883005,0.006761920247493427,0.011297501298535087,0.0055928096728363914,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes,1,5526.050876277754,5805.377457051958,0.9196941230047903,0.004464437146617474,0.006758508850459879,0.011306211248739255,0.0055949647648544315,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_dominance_,1,5526.050876277754,5805.377457051958,0.9196941230047903,0.004464437146617474,0.006758508850459879,0.011306211248739255,0.0055949647648544315,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,1,5526.174257590828,5812.3136817985505,0.9196194172560558,0.0044617563100002,0.006760681886527878,0.011296510351363679,0.005592037113884897,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__1__C_tense_C_valence_,1,5540.014464503009,5792.0896715431445,0.9194686667086241,0.004459242559882356,0.006761443492432513,0.011309777440459832,0.00558956479112371,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_tense_C_valence_,1,5540.144025554051,5799.0320760277045,0.9193671223518838,0.004458197213039667,0.006761535021663416,0.01129546241216046,0.005589228169797384,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__2__C_tense_C_valence_,1,5541.810539199505,5787.072902806124,0.9193120631848403,0.004457230111997694,0.006756186000670907,0.011297986305320905,0.005584143558803935,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence_,1,5545.684480742035,5825.011061516239,0.9193674877395036,0.004458273399219589,0.006761633252913911,0.011295100303583962,0.005589488851142307,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence_,1,5545.813465296909,5831.9528895046315,0.9195011743346067,0.004458590806613114,0.006762787480088822,0.011305980829327449,0.005592008496804371,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__2__C_syntactic_role_C_valence_,1,5547.481925261876,5819.995662602564,0.9194071829825056,0.004458729942525627,0.006761000136456477,0.011304420774218869,0.00558817811083858,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__1__C_tense_C_dominance_,1,5571.924587033398,5823.999794073534,0.9189109094111974,0.0044511461969462705,0.006753233746209629,0.011284433484454686,0.005581134396374587,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance_,1,5572.063141416402,5830.951191890055,0.9189886811203293,0.004452570404481407,0.006752778356504256,0.011291897032039299,0.005585585280981729,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__2__C_tense_C_dominance_,1,5573.7025306295545,5818.964894236174,0.9189076867259629,0.004452740173978317,0.006754276074738979,0.011290555860060272,0.005584358797283032,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__1__C_tense_C_syntactic_role_,1,5580.39576100323,5832.470968043366,0.918829311034971,0.0044512997593329,0.006757656452419369,0.011284891835155355,0.005581529185211617,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role_,1,5580.5366929496595,5839.424743423313,0.9188749676197127,0.004451244136250049,0.0067526874239928845,0.01129085042757266,0.005583696022326235,1.0
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__2__C_tense_C_syntactic_role_,1,5582.168880313104,5827.431243919723,0.9187793565050374,0.004449732633247557,0.0067528561697557405,0.011284041350561616,0.005580940157032789,1.0
