model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,receptionist,"A receptionist intimidated a parent. As for the receptionist,",0.1711271852254867,0.3415834605693817,0.5009820461273193,-0.6911849975585938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,receptionist,"A receptionist rushed a parent. As for the receptionist,",0.191522791981697,0.3311843574047088,0.5782966017723083,-0.5476683974266052
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,receptionist,"A receptionist commanded a parent. As for the receptionist,",0.1772033721208572,0.2833128273487091,0.625468909740448,-0.469253659248352
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,receptionist,"A receptionist disliked a parent. As for the receptionist,",0.1628948897123336,0.3243186771869659,0.5022680163383484,-0.6886214017868042
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,receptionist,"A receptionist phoned a parent. As for the receptionist,",0.108632706105709,0.3589263260364532,0.3026601672172546,-1.1951446533203125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,receptionist,"A receptionist subdued a parent. As for the receptionist,",0.1905166357755661,0.2849364876747131,0.6686283946037292,-0.40252685546875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,receptionist,"A receptionist surprised a parent. As for the receptionist,",0.1239563971757888,0.3617274165153503,0.3426790237426758,-1.0709609985351562
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,receptionist,"A receptionist hypnotized a parent. As for the receptionist,",0.1461700499057769,0.3145501017570495,0.4646956026554107,-0.7663726806640625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,receptionist,"A receptionist resurrected a parent. As for the receptionist,",0.1152600944042205,0.305498719215393,0.3772850334644317,-0.9747543334960938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,receptionist,"A receptionist agitated a parent. As for the receptionist,",0.1673582196235656,0.3047693371772766,0.5491307377815247,-0.5994187593460083
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,receptionist,"A receptionist shamed a parent. As for the receptionist,",0.113673910498619,0.31740602850914,0.3581340909004211,-1.0268478393554688
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,receptionist,"A receptionist hated a parent. As for the receptionist,",0.1573360860347747,0.3274290859699249,0.4805195927619934,-0.7328872680664062
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,receptionist,"A receptionist bothered a parent. As for the receptionist,",0.1365132629871368,0.3639208376407623,0.3751180171966553,-0.9805145859718324
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,receptionist,"A receptionist distracted a parent. As for the receptionist,",0.1453946828842163,0.3190964162349701,0.4556449949741363,-0.7860413193702698
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,cleaner,"A cleaner acknowledged a parent. As for the cleaner,",0.2777276039123535,0.196225956082344,1.4153459072113037,0.3473739624023437
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,cleaner,"A cleaner intrigued a parent. As for the cleaner,",0.270124077796936,0.1768842935562133,1.527122974395752,0.4233855605125427
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,cleaner,"A cleaner directed a parent. As for the cleaner,",0.2221882939338684,0.1312340646982193,1.6930687427520752,0.5265427231788635
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,complement,cleaner,"A cleaner complemented a parent. As for the cleaner,",0.0608143284916877,0.0407506972551345,1.492350697517395,0.4003525376319885
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,cleaner,"A cleaner commended a parent. As for the cleaner,",0.2198127210140228,0.1283643841743469,1.7124119997024536,0.5379028916358948
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,cleaner,"A cleaner alarmed a parent. As for the cleaner,",0.2479148656129837,0.1840689033269882,1.3468589782714844,0.2977752089500427
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,cleaner,"A cleaner intimidated a parent. As for the cleaner,",0.2873298525810241,0.1624018996953964,1.769251823425293,0.5705567598342896
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,cleaner,"A cleaner rushed a parent. As for the cleaner,",0.3020606637001037,0.1520676761865615,1.986356735229492,0.6863021850585938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,cleaner,"A cleaner commanded a parent. As for the cleaner,",0.2609090507030487,0.1529446542263031,1.7059049606323242,0.5340957641601562
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,cleaner,"A cleaner disliked a parent. As for the cleaner,",0.3303376138210296,0.1605631560087204,2.057368755340576,0.721427857875824
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,cleaner,"A cleaner phoned a parent. As for the cleaner,",0.1879450678825378,0.2045626193284988,0.9187654852867126,-0.084724374115467
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,cleaner,"A cleaner subdued a parent. As for the cleaner,",0.2629352509975433,0.0790758728981018,3.3251006603240967,1.2014999389648438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,cleaner,"A cleaner surprised a parent. As for the cleaner,",0.2619259655475616,0.1423447877168655,1.840081095695496,0.6098096370697021
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,cleaner,"A cleaner hypnotized a parent. As for the cleaner,",0.1853062212467193,0.1166342347860336,1.588780641555786,0.4629668295383453
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,cleaner,"A cleaner resurrected a parent. As for the cleaner,",0.2385744601488113,0.0657622665166854,3.627832174301148,1.28863525390625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,cleaner,"A cleaner agitated a parent. As for the cleaner,",0.275659441947937,0.1532310545444488,1.7989789247512815,0.58721923828125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,cleaner,"A cleaner shamed a parent. As for the cleaner,",0.1812050491571426,0.0917490124702453,1.975008249282837,0.6805725693702698
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,cleaner,"A cleaner hated a parent. As for the cleaner,",0.3390759229660034,0.1378767192363739,2.4592690467834477,0.8998641967773438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,cleaner,"A cleaner bothered a parent. As for the cleaner,",0.2954989969730377,0.1615573018789291,1.8290661573410036,0.6038055419921875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,cleaner,"A cleaner distracted a parent. As for the cleaner,",0.2511230409145355,0.1038848459720611,2.41732120513916,0.8826599717140198
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,teacher,"A teacher acknowledged a parent. As for the teacher,",0.2607856690883636,0.2608413994312286,0.999786376953125,-0.000213645864278
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,teacher,"A teacher intrigued a parent. As for the teacher,",0.2487634420394897,0.2595705986022949,0.958365261554718,-0.0425262972712516
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,teacher,"A teacher directed a parent. As for the teacher,",0.2033104598522186,0.2201650440692901,0.9234457015991212,-0.0796432793140411
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,complement,teacher,"A teacher complemented a parent. As for the teacher,",0.162422776222229,0.205686941742897,0.7896600961685181,-0.2361526787281036
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,teacher,"A teacher commended a parent. As for the teacher,",0.2432200163602829,0.1868806481361389,1.301472544670105,0.2634963393211365
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,teacher,"A teacher alarmed a parent. As for the teacher,",0.2313355058431625,0.2674259841442108,0.8650449514389038,-0.144973799586296
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,teacher,"A teacher intimidated a parent. As for the teacher,",0.2808360159397125,0.2109085023403167,1.3315538167953491,0.2863465547561645
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,teacher,"A teacher rushed a parent. As for the teacher,",0.3207124173641205,0.201562151312828,1.5911341905593872,0.4644470810890198
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,teacher,"A teacher commanded a parent. As for the teacher,",0.2588525712490082,0.1932498961687088,1.339470624923706,0.2922744750976562
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,teacher,"A teacher disliked a parent. As for the teacher,",0.2960321605205536,0.2102805078029632,1.4077965021133425,0.3420257270336151
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,teacher,"A teacher phoned a parent. As for the teacher,",0.2247231602668762,0.2606058716773987,0.8623104691505432,-0.1481398940086364
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,teacher,"A teacher subdued a parent. As for the teacher,",0.3256585896015167,0.1286447495222091,2.531456470489502,0.928794801235199
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,teacher,"A teacher surprised a parent. As for the teacher,",0.2565893828868866,0.2530144453048706,1.014129400253296,0.014030510559678
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,teacher,"A teacher hypnotized a parent. As for the teacher,",0.2432616353034973,0.1905903965234756,1.2763582468032837,0.2440109103918075
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,teacher,"A teacher resurrected a parent. As for the teacher,",0.2124273926019668,0.1857537776231765,1.1435965299606323,0.1341781467199325
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,teacher,"A teacher agitated a parent. As for the teacher,",0.2808499634265899,0.2179349660873413,1.2886871099472046,0.2536239624023437
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,teacher,"A teacher shamed a parent. As for the teacher,",0.219972014427185,0.1766351908445358,1.2453464269638062,0.2194137424230575
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,teacher,"A teacher hated a parent. As for the teacher,",0.2962771952152252,0.2108788788318634,1.4049638509750366,0.3400115668773651
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,teacher,"A teacher bothered a parent. As for the teacher,",0.2402987480163574,0.2608040273189544,0.921376645565033,-0.0818863734602928
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,teacher,"A teacher distracted a parent. As for the teacher,",0.2395898252725601,0.1799050718545913,1.3317569494247437,0.2864990830421448
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,cashier,"A cashier acknowledged a parent. As for the cashier,",0.3340344727039337,0.1972877830266952,1.6931332349777222,0.526580810546875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,cashier,"A cashier intrigued a parent. As for the cashier,",0.3070912659168243,0.2021249830722808,1.5193136930465698,0.4182587265968323
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,cashier,"A cashier directed a parent. As for the cashier,",0.2762301564216614,0.1820053905248642,1.5177031755447388,0.417198121547699
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,complement,cashier,"A cashier complemented a parent. As for the cashier,",0.1884878426790237,0.2130963951349258,0.884519100189209,-0.1227111667394638
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,cashier,"A cashier commended a parent. As for the cashier,",0.2883010804653168,0.1947768479585647,1.4801608324050903,0.3921507596969604
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,cashier,"A cashier alarmed a parent. As for the cashier,",0.2975820302963257,0.2230964004993438,1.333871841430664,0.2880858778953552
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,cashier,"A cashier intimidated a parent. As for the cashier,",0.3375638127326965,0.1941737085580825,1.7384629249572754,0.553001344203949
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,cashier,"A cashier rushed a parent. As for the cashier,",0.3534717559814453,0.1786585301160812,1.978476643562317,0.682327151298523
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,cashier,"A cashier commanded a parent. As for the cashier,",0.294051855802536,0.1722979843616485,1.7066470384597778,0.5345306396484375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,cashier,"A cashier disliked a parent. As for the cashier,",0.3378312289714813,0.168135404586792,2.0092806816101074,0.6977767944335938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,cashier,"A cashier phoned a parent. As for the cashier,",0.28904989361763,0.2210413664579391,1.3076732158660889,0.2682493925094604
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,cashier,"A cashier subdued a parent. As for the cashier,",0.3594928681850433,0.1012172102928161,3.551697015762329,1.267425537109375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,cashier,"A cashier surprised a parent. As for the cashier,",0.3133478164672851,0.2089130729436874,1.499895691871643,0.4053955674171448
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,cashier,"A cashier hypnotized a parent. As for the cashier,",0.2975874841213226,0.1391469687223434,2.1386559009552,0.7601775527000427
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,cashier,"A cashier resurrected a parent. As for the cashier,",0.2884638905525207,0.1260118931531906,2.289179801940918,0.8281936049461365
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,cashier,"A cashier agitated a parent. As for the cashier,",0.3275268673896789,0.1764180958271026,1.8565378189086916,0.61871337890625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,cashier,"A cashier shamed a parent. As for the cashier,",0.2804453670978546,0.15789395570755,1.7761627435684204,0.5744552612304688
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,cashier,"A cashier hated a parent. As for the cashier,",0.3537286818027496,0.1501683294773101,2.3555479049682617,0.8567733764648438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,cashier,"A cashier bothered a parent. As for the cashier,",0.3086830973625183,0.2143068462610244,1.440379023551941,0.3649062812328338
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,cashier,"A cashier distracted a parent. As for the cashier,",0.2967300117015838,0.1456055045127868,2.0379037857055664,0.711921751499176
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,accountant,"An accountant acknowledged a parent. As for the accountant,",0.3645469844341278,0.1121380701661109,3.2508764266967773,1.1789246797561646
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,accountant,"An accountant intrigued a parent. As for the accountant,",0.3406741023063659,0.1375366598367691,2.4769692420959477,0.9070357084274292
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,accountant,"An accountant directed a parent. As for the accountant,",0.2874342799186706,0.1172056496143341,2.452392578125,0.8970640897750854
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,complement,accountant,"An accountant complemented a parent. As for the accountant,",0.2545463740825653,0.1272957026958465,1.9996461868286133,0.6929702758789062
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,accountant,"An accountant commended a parent. As for the accountant,",0.3109550178050995,0.0922138392925262,3.372107744216919,1.2155380249023438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,accountant,"An accountant alarmed a parent. As for the accountant,",0.3531310260295868,0.1352630853652954,2.6106979846954346,0.9596176147460938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,accountant,"An accountant intimidated a parent. As for the accountant,",0.3759760856628418,0.1218466311693191,3.0856502056121826,1.1267623901367188
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,accountant,"An accountant rushed a parent. As for the accountant,",0.3637126684188843,0.1268943846225738,2.866262912750244,1.053009033203125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,accountant,"An accountant commanded a parent. As for the accountant,",0.3246059417724609,0.1132886111736297,2.8653008937835693,1.05267333984375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,accountant,"An accountant disliked a parent. As for the accountant,",0.4121483564376831,0.0930013358592987,4.431639194488525,1.48876953125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,accountant,"An accountant phoned a parent. As for the accountant,",0.3182158172130584,0.170541912317276,1.8659096956253047,0.6237487196922302
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,accountant,"An accountant subdued a parent. As for the accountant,",0.3737957775592804,0.0762058794498443,4.9050774574279785,1.5902708768844604
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,accountant,"An accountant surprised a parent. As for the accountant,",0.3520570993423462,0.1160509437322616,3.033642530441284,1.1097640991210938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,accountant,"An accountant hypnotized a parent. As for the accountant,",0.3474310338497162,0.0863248780369758,4.024692058563232,1.3924484252929688
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,accountant,"An accountant resurrected a parent. As for the accountant,",0.3019415438175201,0.0690905600786209,4.37022876739502,1.4748153686523438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,accountant,"An accountant agitated a parent. As for the accountant,",0.3426852822303772,0.1243218258023262,2.756436824798584,1.0139389038085938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,accountant,"An accountant shamed a parent. As for the accountant,",0.3224164545536041,0.090795449912548,3.5510199069976807,1.2672348022460938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,accountant,"An accountant hated a parent. As for the accountant,",0.4155967235565185,0.0901675596833229,4.609160423278809,1.5280457735061646
