target_model,best_model_name,best_model_aic,Unnamed: 0,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,housekeeper,-3.85264847918454,-0.2451050907293446,0.6314922891501584,-0.1096323255245328,-0.0126713988452719
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,manager,-0.048851817724644,0.0311447420995571,-0.0270397772124323,-0.00183585206304,0.0072334950469939
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,midwife,-4.3833769363192205,-0.130801964535099,0.2160438356326441,-0.1556198752030007,-0.0775818742887117
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,molder,-0.0761960219974434,0.0955666372748621,0.241787721949612,0.0036161823162446,-0.0360333630475796
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,paralegal,-1.7640714931974042,-0.0803421984024865,0.1383879354835775,-0.1161053666379895,-0.0620658925730094
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,programmer,0.0852137752902167,0.040578132624138,0.0838378359137953,0.0464748745611463,0.0411296142427876
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,salesperson,0.1858767574941595,-0.0054932897239727,-0.3228855568299622,4.045414390615109e-05,-0.0374597140482673
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,scientist,-0.058363840507875,0.0222819639793588,-0.2726897153303715,-0.0062991605278188,-0.0383611680574287
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,scrivener,0.4998967608579686,-0.0362931008348924,-0.0548487686356227,0.0741650651643318,-0.0438579073372817
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,sergeant,0.4413200974538702,-0.0253997372155474,-0.1274880414544822,-0.011840756562396,-0.0344073512286271
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,soldier,1.1695397426216243,0.1971808051709982,0.3352034053117136,0.12413935295871,-0.030809427407
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,solicitor,-0.1354228684334818,-0.1073832378868198,-0.0225019256260932,-0.0444448231267439,0.0488237327134627
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,teacher,-1.2180868189452272,-0.0857261135657674,0.2073009473394172,-0.0695862531243045,-0.0325215086857908
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,tradesperson,0.0859033019948954,0.0753255888383959,0.1976659634012641,0.0647401749683797,-0.0937181482475685
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_semantic_role_C_valence,17084.61422831012,welder,0.8118158407900902,0.0338669253514849,-0.1900211567193309,0.02538687029196,0.0391969588444987
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,CEO,-0.1249363880139416,-0.014543428548135,-0.0558188796239272,-0.0786391300947708,0.0658035792697485
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,accountant,-0.6756491715649189,-0.0422027892720517,0.3381504422402878,-0.0241280912166769,-0.0032003781779191
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,administrator,-0.722955574542297,-0.0036852317800281,0.3016127817069235,0.0270145552375095,-0.023358511171644
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,agronomist,0.6969166273859004,-0.0359285623479584,-0.2577415213832536,0.0333117594654604,-0.0874278353456654
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,binman,1.2269784832183133,0.1716395979979399,0.100753246660598,0.0743232884994323,0.0898369251682519
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,bodyguard,0.3616030750341778,-0.0105686352479603,0.0186553186237485,0.0490881824212661,-0.0890672835231216
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,bookbinder,0.4435063946485378,0.149586185881674,-0.047681646736166,0.1521103908629227,-0.0958466323714234
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,builder,0.9134558509731734,0.0754078376822327,0.0658546164665428,0.133085685126822,-0.0360908399192784
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,cashier,-1.6989882802368756,-0.1281979108874409,-0.1010823067380488,-0.1965636455035638,0.0060630881461103
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,chauffeur,0.7632322257346755,0.1285485504625308,-0.0027431880638005,0.0068755894393185,0.0338406163269347
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,colonel,1.2026121691282927,0.1487872057422802,-0.1088183861389669,0.1429918823061931,-0.0156332674648736
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,doctor,0.3817176804971687,-0.0298774069604921,-0.0121493792242405,0.0199121056829549,0.0131876091685993
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,electrician,0.6021032140537957,0.135834652747281,0.0633517593339563,0.0404262646026071,0.0772086740773694
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,farmer,1.1057050990307042,0.0071375056915854,-0.162608010134549,0.0955829561435509,-0.0358242821512099
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,farmhand,0.3636350008830691,-0.030500604719097,-0.2253886255161019,0.0600954189441742,-0.0651603946744005
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,fisherman,2.308261252095596,0.3013249180711323,0.4004703265281982,0.1851941157182272,0.1940320419508705
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,hawker,0.6476731194680743,-0.0109227980267453,-0.3527859729662886,0.039695698407199,-0.0133655922505888
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,housekeeper,-3.1640890148128475,-0.3170855168628833,-0.1080010987546531,-0.3423360118920157,-0.0185190329470586
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,manager,0.2363184533921424,-0.0090239915663548,-0.1104177795596935,0.0516319834188341,-0.0907857048963781
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,midwife,-4.23848791252869,-0.3419440032878403,0.0626785235532948,-0.358118096732805,0.0808760921445354
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,molder,-0.5278623696525541,-0.0748619637996749,0.2389644012962299,-0.0079761228263812,-0.0143686498411576
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,paralegal,-1.6384872495407574,-0.0904651894866928,0.2467937035698033,-0.138621940763213,0.0205997537976346
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,programmer,0.097305655613516,0.1297057966493127,0.0192387089950668,0.0375979408292677,0.0988384220034429
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,salesperson,-0.4241895434255132,-0.1045262759176519,-0.0425046619090644,-0.1623028726026009,0.063362483559547
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,scientist,0.2232087101278251,0.0041954375234241,-0.3543724813236733,0.0259381499221795,-0.0805280412572264
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,scrivener,0.858992243799521,0.0702115921230403,-0.3048278709516697,0.1680603580303257,-0.1189131777387366
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,sergeant,0.6971473828787415,0.0638470543091141,0.2019750984659397,0.0964274055360008,-0.0203184253835088
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,soldier,0.7906804750671373,0.1033289755222855,0.1589761416852115,0.1354822462701278,-0.0066748812780944
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,solicitor,-0.5021181149414609,-0.0590720843335504,0.1240641742342903,-0.1253541430091188,0.0817646941302903
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,teacher,-0.7917729716606015,-0.1161956763675999,-0.2661074697686199,-0.1597674869785592,-0.0204455159367836
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,tradesperson,0.1868213994047985,-0.1091094534636104,-0.3080550621951566,-0.0058403311948501,-0.072935494528957
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21227.32462325599,welder,0.4016620791849138,0.039156212538336,0.4795650976402369,0.0248018960184737,0.0830499611162774
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,CEO,-0.1247754762888712,0.001362112675765,0.162027773475495,0.0029653146036469,0.0127498709608616
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,accountant,-0.256638132801326,-0.0479106298348726,-0.0332872700741492,-0.0011506535891759,0.013323103633423
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,administrator,-0.6904939722300645,-0.0526144678077695,-0.064070055371566,-0.0070172650203353,-0.0322676173882872
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,agronomist,0.0113204400018475,-0.0764899047304845,0.1270049997277972,-0.0103480946952257,0.0046800828376871
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,binman,1.9118612617855952,0.0509702069977265,-0.0501056284808187,-0.0028502918161654,0.0480976398620266
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,bodyguard,0.0138758972212118,0.0077634587370554,0.3661018274103786,0.0239697017718655,0.0150163961060275
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,bookbinder,-0.4513102355952695,-0.0048838804659382,0.0582206919247014,0.0395217313454475,0.0472758723963045
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,builder,1.7189086474668076,0.0973327706243198,0.0292479044616564,0.0990127269487504,-0.0569599910875187
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,cashier,-1.7150863628340305,-0.0125802798479516,0.0435003888104242,-0.174016434924592,-0.0578662463729782
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,chauffeur,0.3101796165363776,-0.0089848159577097,0.2912000468488226,-0.016986702495902,0.0745950893001594
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,colonel,1.1701165531296414,0.0357648689076305,0.2167540887437035,0.1126699596858424,0.004553471374895
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,doctor,0.1759782201557675,-0.0496603001176188,0.0499505051684872,-0.0587830031779599,0.0347009746969695
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,electrician,0.7348779761939738,0.0978695586589081,0.0493016093204307,0.0661725017185845,0.0427282438343505
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,farmer,1.562437764357561,0.1002447108443075,-0.2275450055440905,0.1312740584910688,0.0200971487751436
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,farmhand,0.453742983919901,0.080180613695059,-0.0078983362718605,0.1282926554805985,0.0162420609417933
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,fisherman,2.6363686198261,0.069638294101943,0.0143581230770974,0.127865536918988,-0.0446305931904943
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,hawker,0.87664421922826,0.0094342324211494,-0.5037947882667083,0.0541579817642537,0.0258731074676126
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,housekeeper,-3.23097452075604,-0.0954191969816209,0.1371181100447268,-0.229384399490546,-0.0867673851927842
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,manager,-0.3870427531675877,-0.0114741890401741,-0.1286273833734929,-0.0587206544703258,-0.0258359032296168
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,midwife,-4.344412195267943,-0.0924744900266866,0.1223160303233645,-0.2640512931003442,0.041750040274682
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,molder,-0.4343424065788207,0.0262629827091916,-0.1223772070119182,-0.0100925792705874,-0.0626244107935855
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,paralegal,-1.7345462779250798,-0.0486137224062967,0.166767873471391,-0.1448068745357293,-0.0685013501527431
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,programmer,0.6262411784291154,0.0592382225899231,-0.031341298090163,0.1043731385248629,0.0996362988919756
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,salesperson,-0.4737578489881703,-0.0468282771162924,-0.1417611495285911,-0.0533153108200421,0.0141667478169004
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,scientist,0.1762068026645169,-0.0080256594615627,-0.2212606877924066,-0.0325509558603564,0.0524900152295425
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,scrivener,0.2192502152609216,-0.0272724837124826,-0.3719529942604652,0.0611719417177597,-0.0097815334193953
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,sergeant,1.106789431957376,0.0102796844975824,-0.2679558178853496,0.1385224778993063,-0.0002649558855923
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,soldier,1.4519758294583622,0.0798644617126548,0.0510969204893641,0.1710465578732101,-0.0171361288967368
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,solicitor,-0.3131813642821409,-0.0660726929384979,-0.0276809571638731,-0.1043207247852078,-0.0173147315695317
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,teacher,-1.7026451998315577,-0.0571694217250723,0.0890237442585626,-0.1622808903379737,-0.0665532295182084
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,tradesperson,0.1690849400218328,-0.0150494936051125,0.1211319292327652,0.03060454765091,-0.0839275403935192
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,15925.703101320163,welder,0.5333461496840811,-0.0046822733737705,0.1045360123073988,0.0390552960471528,0.0624554526974849
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,CEO,-0.2253948937311433,-0.0480114533637808,0.0993154269787678,6.790836112784109e-05,0.0539016529488474
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,accountant,0.0574273206640741,0.0339113137497347,0.0942834598104602,0.0449220775726897,-0.0141223471624091
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,administrator,-0.556325726735277,0.0053240780414497,-0.1046620482656081,-0.1201686847379081,-0.0645091971401497
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,agronomist,0.004134188851365,0.0553709934956358,0.2404981601839763,-0.0516065951320209,0.0229609068081273
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,binman,1.5540158726279742,0.0202895550874706,-0.1245820134809273,-0.0083262943622857,0.1616060918966695
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,bodyguard,0.5302696101547001,-0.0959934390085335,0.207669534127681,0.0217214197814825,-0.0045127951199047
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,bookbinder,0.3576605054863445,0.0220436971265424,-0.2790372640475275,0.2249767735595208,-0.1054566198237927
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,builder,1.5339476963668008,-0.056862476118399,-0.145020989328085,0.1761141927918386,-0.0160366582341776
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,cashier,-1.659695109566307,0.0458535949405062,-0.0761415218032208,-0.2077002864427069,-0.0141673792596112
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,chauffeur,1.0870831451983447,-0.02140980099336,-0.055119547913057,-0.044903472289002,-0.1020754163558765
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,colonel,1.4185502527271563,0.0409641445190857,-0.0819412097119969,0.0109265240724149,-0.0125371922221846
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,doctor,0.1306680383826745,0.036355804290797,-0.0176746697261026,-0.0349744278566592,-0.0108863710215647
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,electrician,1.1814645788486813,0.0256153868736391,-0.0818228677187592,0.1434540902417183,0.1107791586378706
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,farmer,1.368602547301493,0.0302422987846649,-0.198310677419298,0.1415165615146656,-0.0094270262948302
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,farmhand,0.4487333285201081,0.0106722220643048,0.0760243595941402,0.021068541401501,0.0132961257680289
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,fisherman,2.314041602895007,0.0437019446930525,-0.0236516226993641,0.0375144808571566,0.0278649291386111
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,hawker,-0.0383093616508708,-0.1904003058361211,-0.0508695923812603,-0.1096944474871563,0.0845992923445332
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,housekeeper,-3.1318218228091785,-0.0153982682353413,0.2902053105901728,-0.1670456644457829,-0.1397222724856437
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,manager,-0.5204276318558754,0.0660583945209058,0.1305582882551003,-0.1743192426908248,0.1254261301607149
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,midwife,-4.229656001357433,0.0660438031335679,0.2407768584502876,-0.1595385575256524,0.0534496486674467
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,molder,-0.1940939097740093,0.0606059289702808,0.0541251034025529,-0.0630678547953871,-0.1355102932220957
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,paralegal,-2.4090895441350906,0.0561593317774501,0.2533396871719804,-0.1844001170176675,0.0287594056110069
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,programmer,0.3869775485730136,-0.0015816578752369,0.0180510773194534,0.1152470789964629,0.0738306318895701
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,salesperson,-0.6171234782349616,-0.0463739989324438,-0.0605047466950038,-0.0179406648996074,0.0293738038995581
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,scientist,0.1149483512946707,-0.0220487100505145,-0.1853923532237781,0.0312520569594583,-0.0018689172367498
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,scrivener,0.5089723529691583,-0.0765129723676531,-0.301103785251369,0.2272812841556536,-0.0875639586077121
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,sergeant,0.5845791894865552,-0.0101187930011986,-0.0558497163233009,-0.0055002068265948,-0.0322096077507337
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,soldier,1.2147236459966964,-0.0690100669176046,0.0104703519919746,0.1701877750297482,-0.0790183202830638
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,solicitor,-0.1627485238274911,-0.046281375958957,-0.1417490042989067,-0.0411349666090716,0.0081825695915468
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,teacher,-1.4887142575544252,0.0754281869134961,0.1352097715521893,-0.1085047222582191,0.0049220442874742
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,9771.08955446977,tradesperson,-0.1665439670963611,0.0232322550176458,0.0141802642567795,-0.0210404072194899,0.0096610759795923
