target_model,model_name,term,n_runs,mean_coef,std_coef,min_coef,max_coef,positive_rate,negative_rate
Qwen_Qwen3-4B-Base,full_mixed,C(tense)[T.simple future]:C(valence)[T.-val],1,0.0283272879464257,,0.0283272879464257,0.0283272879464257,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed,C(tense)[T.simple past],1,0.0217786516462104,,0.0217786516462104,0.0217786516462104,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed,C(tense)[T.simple past]:C(dominance)[T.-dom],1,-0.0956098284040197,,-0.0956098284040197,-0.0956098284040197,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed,C(tense)[T.simple past]:C(semantic_role)[T.patient],1,0.0346461704799083,,0.0346461704799083,0.0346461704799083,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed,C(tense)[T.simple past]:C(syntactic_role)[T.subject],1,0.0232918875558016,,0.0232918875558016,0.0232918875558016,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed,C(tense)[T.simple past]:C(valence)[T.-val],1,0.1146405901227649,,0.1146405901227649,0.1146405901227649,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed,C(valence)[T.-val],1,0.0948983328683076,,0.0948983328683076,0.0948983328683076,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed,C(valence)[T.-val]:C(dominance)[T.-dom],1,-0.277536156063989,,-0.277536156063989,-0.277536156063989,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed,C(valence)[T.-val]:C(semantic_role)[T.patient],1,0.0371134440104155,,0.0371134440104155,0.0371134440104155,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed,Intercept,1,1.2153422037783284,,1.2153422037783284,1.2153422037783284,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom],1,0.1478477841331965,,0.1478477841331965,0.1478477841331965,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.carpenter],1,0.0690104166666589,,0.0690104166666589,0.0690104166666589,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.cashier],1,-0.017281087239592,,-0.017281087239592,-0.017281087239592,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.ceo],1,0.1613688151041581,,0.1613688151041581,0.1613688151041581,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.cleaner],1,0.1269531249999914,,0.1269531249999914,0.1269531249999914,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.cook],1,-0.020587158203134,,-0.020587158203134,-0.020587158203134,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.designer],1,-0.0612528483073007,,-0.0612528483073007,-0.0612528483073007,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.driver],1,0.017154947916659,,0.017154947916659,0.017154947916659,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.lawyer],1,-0.0329996744791755,,-0.0329996744791755,-0.0329996744791755,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.manager],1,-0.024861653645842,,-0.024861653645842,-0.024861653645842,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.receptionist],1,-0.1421875000000089,,-0.1421875000000089,-0.1421875000000089,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.salesperson],1,-0.076928710937509,,-0.076928710937509,-0.076928710937509,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.secretary],1,-0.2581481933593842,,-0.2581481933593842,-0.2581481933593842,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.teacher],1,-0.0802917480468846,,-0.0802917480468846,-0.0802917480468846,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.carpenter],1,1.7140625000000016,,1.7140625000000016,1.7140625000000016,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.cashier],1,-1.1979715983072632,,-1.1979715983072632,-1.1979715983072632,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.ceo],1,0.5045857747395858,,0.5045857747395858,0.5045857747395858,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.cleaner],1,-1.304115804036437,,-1.304115804036437,-1.304115804036437,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.cook],1,-0.6488433837890398,,-0.6488433837890398,-0.6488433837890398,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.designer],1,-0.630386352539037,,-0.630386352539037,-0.630386352539037,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.driver],1,0.6227701822916801,,0.6227701822916801,0.6227701822916801,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.lawyer],1,0.1283976236979354,,0.1283976236979354,0.1283976236979354,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.manager],1,0.0191365559895936,,0.0191365559895936,0.0191365559895936,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.receptionist],1,-2.2904907226562106,,-2.2904907226562106,-2.2904907226562106,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.salesperson],1,0.1457153320312725,,0.1457153320312725,0.1457153320312725,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.secretary],1,-2.471794637044231,,-2.471794637044231,-2.471794637044231,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(profession)[T.teacher],1,-1.3353342692057029,,-1.3353342692057029,-1.3353342692057029,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject],1,-0.460963367280489,,-0.460963367280489,-0.460963367280489,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(dominance)[T.-dom],1,0.0610345749627962,,0.0610345749627962,0.0610345749627962,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.carpenter],1,0.0145833333333277,,0.0145833333333277,0.0145833333333277,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.cashier],1,0.1196573893229112,,0.1196573893229112,0.1196573893229112,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.ceo],1,-0.0965576171875053,,-0.0965576171875053,-0.0965576171875053,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.cleaner],1,0.2193440755208285,,0.2193440755208285,0.2193440755208285,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.cook],1,0.7075866699218697,,0.7075866699218697,0.7075866699218697,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.designer],1,0.3810323079427029,,0.3810323079427029,0.3810323079427029,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.driver],1,-0.1652669270833383,,-0.1652669270833383,-0.1652669270833383,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.lawyer],1,0.0397867838541612,,0.0397867838541612,0.0397867838541612,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.manager],1,0.0224202473958284,,0.0224202473958284,0.0224202473958284,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.receptionist],1,0.0042032877604099,,0.0042032877604099,0.0042032877604099,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.salesperson],1,-0.3301513671875056,,-0.3301513671875056,-0.3301513671875056,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.secretary],1,0.5988301595052031,,0.5988301595052031,0.5988301595052031,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.teacher],1,0.2598612467447861,,0.2598612467447861,0.2598612467447861,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(syntactic_role)[T.subject]:C(valence)[T.-val],1,0.0664184570312485,,0.0664184570312485,0.0664184570312485,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect],1,-0.0527818952287718,,-0.0527818952287718,-0.0527818952287718,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(dominance)[T.-dom],1,-0.094767543247771,,-0.094767543247771,-0.094767543247771,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.carpenter],1,-0.1418945312500163,,-0.1418945312500163,-0.1418945312500163,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.cashier],1,0.0848754882812308,,0.0848754882812308,0.0848754882812308,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.ceo],1,-0.0617675781250199,,-0.0617675781250199,-0.0617675781250199,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.cleaner],1,-0.0357238769531437,,-0.0357238769531437,-0.0357238769531437,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.cook],1,-0.0718444824218944,,-0.0718444824218944,-0.0718444824218944,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.designer],1,0.0283447265624806,,0.0283447265624806,0.0283447265624806,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.driver],1,-0.1011718750000185,,-0.1011718750000185,-0.1011718750000185,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.lawyer],1,0.034277343749981,,0.034277343749981,0.034277343749981,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.manager],1,0.0418212890624821,,0.0418212890624821,0.0418212890624821,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.receptionist],1,0.1229309082031054,,0.1229309082031054,0.1229309082031054,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.salesperson],1,0.0615234374999801,,0.0615234374999801,0.0615234374999801,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.secretary],1,0.0183898925781047,,0.0183898925781047,0.0183898925781047,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.teacher],1,-0.0696105957031447,,-0.0696105957031447,-0.0696105957031447,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],1,-0.1008658272879475,,-0.1008658272879475,-0.1008658272879475,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.past perfect]:C(valence)[T.-val],1,0.0931893484932999,,0.0931893484932999,0.0931893484932999,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous],1,-0.1750422886439497,,-0.1750422886439497,-0.1750422886439497,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(dominance)[T.-dom],1,-0.0501787458147345,,-0.0501787458147345,-0.0501787458147345,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.carpenter],1,-0.1366699218750181,,-0.1366699218750181,-0.1366699218750181,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.cashier],1,0.4042602539062294,,0.4042602539062294,0.4042602539062294,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.ceo],1,0.1079833984374786,,0.1079833984374786,0.1079833984374786,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.cleaner],1,0.3329711914062299,,0.3329711914062299,0.3329711914062299,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.cook],1,0.227252197265604,,0.227252197265604,0.227252197265604,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.designer],1,0.2508056640624794,,0.2508056640624794,0.2508056640624794,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.driver],1,0.2685058593749799,,0.2685058593749799,0.2685058593749799,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.lawyer],1,-0.0244140625000204,,-0.0244140625000204,-0.0244140625000204,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.manager],1,0.2377929687499807,,0.2377929687499807,0.2377929687499807,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.receptionist],1,0.526751708984354,,0.526751708984354,0.526751708984354,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.salesperson],1,0.4979736328124788,,0.4979736328124788,0.4979736328124788,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.secretary],1,0.5622192382812284,,0.5622192382812284,0.5622192382812284,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.teacher],1,0.4223083496093537,,0.4223083496093537,0.4223083496093537,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],1,-0.1258972167968766,,-0.1258972167968766,-0.1258972167968766,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present continuous]:C(valence)[T.-val],1,-0.0395621163504489,,-0.0395621163504489,-0.0395621163504489,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect],1,-0.2800140380859275,,-0.2800140380859275,-0.2800140380859275,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(dominance)[T.-dom],1,-0.0929242815290185,,-0.0929242815290185,-0.0929242815290185,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.carpenter],1,-0.2467285156250065,,-0.2467285156250065,-0.2467285156250065,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.cashier],1,0.5256225585937411,,0.5256225585937411,0.5256225585937411,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.ceo],1,0.0777832031249902,,0.0777832031249902,0.0777832031249902,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.cleaner],1,0.3114318847656164,,0.3114318847656164,0.3114318847656164,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.cook],1,0.2753723144531155,,0.2753723144531155,0.2753723144531155,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.designer],1,0.266137695312491,,0.266137695312491,0.266137695312491,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.driver],1,0.1632324218749916,,0.1632324218749916,0.1632324218749916,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.lawyer],1,0.0399658203124911,,0.0399658203124911,0.0399658203124911,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.manager],1,0.2382812499999925,,0.2382812499999925,0.2382812499999925,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.receptionist],1,0.6009521484374909,,0.6009521484374909,0.6009521484374909,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.salesperson],1,0.4675781249999904,,0.4675781249999904,0.4675781249999904,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.secretary],1,0.6864257812499899,,0.6864257812499899,0.6864257812499899,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.teacher],1,0.4600769042968657,,0.4600769042968657,0.4600769042968657,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],1,-0.0528782435825906,,-0.0528782435825906,-0.0528782435825906,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.present perfect]:C(valence)[T.-val],1,0.0887407575334816,,0.0887407575334816,0.0887407575334816,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future],1,0.0247889927455512,,0.0247889927455512,0.0247889927455512,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(dominance)[T.-dom],1,-0.1052734375000009,,-0.1052734375000009,-0.1052734375000009,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.carpenter],1,-0.1571777343750108,,-0.1571777343750108,-0.1571777343750108,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.cashier],1,0.4593200683593617,,0.4593200683593617,0.4593200683593617,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.ceo],1,0.1085449218749856,,0.1085449218749856,0.1085449218749856,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.cleaner],1,0.4462402343749868,,0.4462402343749868,0.4462402343749868,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.cook],1,0.0406799316406111,,0.0406799316406111,0.0406799316406111,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.designer],1,0.3735107421874865,,0.3735107421874865,0.3735107421874865,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.driver],1,0.277490234374987,,0.277490234374987,0.277490234374987,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.lawyer],1,0.0839843749999865,,0.0839843749999865,0.0839843749999865,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.manager],1,0.3700195312499879,,0.3700195312499879,0.3700195312499879,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.receptionist],1,0.7696105957031109,,0.7696105957031109,0.7696105957031109,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.salesperson],1,0.4473144531249858,,0.4473144531249858,0.4473144531249858,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.secretary],1,0.4980346679687355,,0.4980346679687355,0.4980346679687355,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.teacher],1,0.6758972167968608,,0.6758972167968608,0.6758972167968608,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(syntactic_role)[T.subject],1,-0.1090576171875015,,-0.1090576171875015,-0.1090576171875015,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple future]:C(valence)[T.-val],1,0.0283272879464264,,0.0283272879464264,0.0283272879464264,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past],1,-0.0385929652622539,,-0.0385929652622539,-0.0385929652622539,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(dominance)[T.-dom],1,-0.09560982840402,,-0.09560982840402,-0.09560982840402,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.carpenter],1,-0.126904296875017,,-0.126904296875017,-0.126904296875017,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.cashier],1,0.1465881347656055,,0.1465881347656055,0.1465881347656055,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.ceo],1,-0.0640136718750202,,-0.0640136718750202,-0.0640136718750202,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.cleaner],1,0.104809570312481,,0.104809570312481,0.104809570312481,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.cook],1,0.0639709472656054,,0.0639709472656054,0.0639709472656054,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.designer],1,0.0238098144531055,,0.0238098144531055,0.0238098144531055,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.driver],1,0.0266113281249814,,0.0266113281249814,0.0266113281249814,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.lawyer],1,-0.0300781250000192,,-0.0300781250000192,-0.0300781250000192,0.0,1.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.manager],1,0.0378417968749821,,0.0378417968749821,0.0378417968749821,1.0,0.0
Qwen_Qwen3-4B-Base,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.receptionist],1,0.3212951660156053,,0.3212951660156053,0.3212951660156053,1.0,0.0
