model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,colonel,4215,4.019628047943115,"A colonel shamed a parent. As for the colonel,",0.40743252635002136,0.012436558492481709,32.7608757019043,3.4892349243164062
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,colonel,4215,4.019628047943115,"A colonel hated a parent. As for the colonel,",0.4830419421195984,0.012847024947404861,37.599517822265625,3.6269912719726562
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,colonel,4215,4.019628047943115,"A colonel bothered a parent. As for the colonel,",0.422899067401886,0.03754473477602005,11.263871192932129,2.421600341796875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,colonel,4215,4.019628047943115,"A colonel distracted a parent. As for the colonel,",0.4075853228569031,0.020705662667751312,19.684728622436523,2.9798431396484375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,sergeant,3253,4.067440986633301,"A sergeant acknowledged a parent. As for the sergeant,",0.4456315338611603,0.05070104822516441,8.78939437866211,2.1735458374023438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,sergeant,3253,4.067440986633301,"A sergeant intrigued a parent. As for the sergeant,",0.4254750907421112,0.0875241830945015,4.861228942871094,1.5812913179397583
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,sergeant,3253,4.067440986633301,"A sergeant directed a parent. As for the sergeant,",0.3353361487388611,0.06422258168458939,5.221467971801758,1.6527786254882812
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,sergeant,3253,4.067440986633301,"A sergeant complimented a parent. As for the sergeant,",0.3762432336807251,0.047034554183483124,7.999294281005859,2.0793533325195312
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,sergeant,3253,4.067440986633301,"A sergeant commended a parent. As for the sergeant,",0.4145055413246155,0.029828036203980446,13.896507263183594,2.6316375732421875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,sergeant,3253,4.067440986633301,"A sergeant alarmed a parent. As for the sergeant,",0.4209602475166321,0.06811126321554184,6.180479526519775,1.8213958740234375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,sergeant,3253,4.067440986633301,"A sergeant intimidated a parent. As for the sergeant,",0.426999032497406,0.04914557933807373,8.68845272064209,2.1619949340820312
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,sergeant,3253,4.067440986633301,"A sergeant rushed a parent. As for the sergeant,",0.4192363917827606,0.046412114053964615,9.032909393310547,2.2008745670318604
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,sergeant,3253,4.067440986633301,"A sergeant commanded a parent. As for the sergeant,",0.4017269015312195,0.04098767042160034,9.801164627075195,2.282501220703125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,sergeant,3253,4.067440986633301,"A sergeant disliked a parent. As for the sergeant,",0.4917053282260895,0.049699850380420685,9.8934965133667,2.2918777465820312
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,sergeant,3253,4.067440986633301,"A sergeant phoned a parent. As for the sergeant,",0.42244139313697815,0.07340874522924423,5.7546467781066895,1.7500076293945312
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,sergeant,3253,4.067440986633301,"A sergeant challenged a parent. As for the sergeant,",0.38138726353645325,0.06920083612203598,5.51131010055542,1.7068023681640625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,sergeant,3253,4.067440986633301,"A sergeant surprised a parent. As for the sergeant,",0.447318434715271,0.05226748064160347,8.558255195617676,2.1468963623046875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,sergeant,3253,4.067440986633301,"A sergeant hypnotized a parent. As for the sergeant,",0.40018001198768616,0.04989464953541756,8.020499229431152,2.082000732421875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,sergeant,3253,4.067440986633301,"A sergeant resurrected a parent. As for the sergeant,",0.38624799251556396,0.04040483012795448,9.55945110321045,2.2575302124023438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,sergeant,3253,4.067440986633301,"A sergeant agitated a parent. As for the sergeant,",0.3836245834827423,0.05324492231011391,7.204904079437256,1.974761962890625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,sergeant,3253,4.067440986633301,"A sergeant shamed a parent. As for the sergeant,",0.4062420725822449,0.03793458268046379,10.709016799926758,2.3710861206054688
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,sergeant,3253,4.067440986633301,"A sergeant hated a parent. As for the sergeant,",0.481647789478302,0.041579097509384155,11.583892822265625,2.449615478515625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,sergeant,3253,4.067440986633301,"A sergeant bothered a parent. As for the sergeant,",0.4264371991157532,0.07373146712779999,5.783652305603027,1.755035400390625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,sergeant,3253,4.067440986633301,"A sergeant distracted a parent. As for the sergeant,",0.4051555395126343,0.04199358820915222,9.64803409576416,2.266754150390625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,soldier,10701,3.3614566326141357,"A soldier acknowledged a parent. As for the soldier,",0.4534384608268738,0.02501612715423107,18.12584686279297,2.8973388671875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,soldier,10701,3.3614566326141357,"A soldier intrigued a parent. As for the soldier,",0.3952173590660095,0.07478733360767365,5.284549713134766,1.6647874116897583
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,soldier,10701,3.3614566326141357,"A soldier directed a parent. As for the soldier,",0.34146562218666077,0.04062233120203018,8.40585994720459,2.1289291381835938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,soldier,10701,3.3614566326141357,"A soldier complimented a parent. As for the soldier,",0.3497806191444397,0.036905158311128616,9.477824211120605,2.2489547729492188
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,soldier,10701,3.3614566326141357,"A soldier commended a parent. As for the soldier,",0.3796778619289398,0.02336156740784645,16.252243041992188,2.7882308959960938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,soldier,10701,3.3614566326141357,"A soldier alarmed a parent. As for the soldier,",0.4134812355041504,0.05152866989374161,8.02429485321045,2.0824737548828125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,soldier,10701,3.3614566326141357,"A soldier intimidated a parent. As for the soldier,",0.41991257667541504,0.037894122302532196,11.081205368041992,2.4052505493164062
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,soldier,10701,3.3614566326141357,"A soldier rushed a parent. As for the soldier,",0.43449926376342773,0.0359184630215168,12.096821784973145,2.4929428100585938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,soldier,10701,3.3614566326141357,"A soldier commanded a parent. As for the soldier,",0.40832406282424927,0.027359554544091225,14.924368858337402,2.7029953002929688
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,soldier,10701,3.3614566326141357,"A soldier disliked a parent. As for the soldier,",0.4765409231185913,0.028685616329312325,16.612537384033203,2.8101577758789062
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,soldier,10701,3.3614566326141357,"A soldier phoned a parent. As for the soldier,",0.3895188271999359,0.05325489863753319,7.314234256744385,1.9898223876953125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,soldier,10701,3.3614566326141357,"A soldier challenged a parent. As for the soldier,",0.37790703773498535,0.05457741767168045,6.924238204956055,1.935028076171875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,soldier,10701,3.3614566326141357,"A soldier surprised a parent. As for the soldier,",0.4085741639137268,0.03962770104408264,10.310317039489746,2.3331451416015625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,soldier,10701,3.3614566326141357,"A soldier hypnotized a parent. As for the soldier,",0.36819055676460266,0.040279075503349304,9.14098834991455,2.2127685546875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,soldier,10701,3.3614566326141357,"A soldier resurrected a parent. As for the soldier,",0.3737092614173889,0.028983619064092636,12.89380931854248,2.5567471981048584
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,soldier,10701,3.3614566326141357,"A soldier agitated a parent. As for the soldier,",0.3839774429798126,0.04154081270098686,9.243377685546875,2.223907470703125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,soldier,10701,3.3614566326141357,"A soldier shamed a parent. As for the soldier,",0.381913959980011,0.02834690362215042,13.47286319732666,2.600677490234375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,soldier,10701,3.3614566326141357,"A soldier hated a parent. As for the soldier,",0.45944321155548096,0.026140453293919563,17.575946807861328,2.8665313720703125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,soldier,10701,3.3614566326141357,"A soldier bothered a parent. As for the soldier,",0.42297279834747314,0.05530150607228279,7.648486137390137,2.0345077514648438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,soldier,10701,3.3614566326141357,"A soldier distracted a parent. As for the soldier,",0.39092370867729187,0.028918176889419556,13.518269538879395,2.6040420532226562
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,CEO,15970,3.2148823738098145,"A CEO acknowledged a parent. As for the CEO,",0.31366753578186035,0.027783559635281563,11.289681434631348,2.42388916015625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,CEO,15970,3.2148823738098145,"A CEO intrigued a parent. As for the CEO,",0.2944210171699524,0.046580977737903595,6.320627212524414,1.8438184261322021
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,CEO,15970,3.2148823738098145,"A CEO directed a parent. As for the CEO,",0.21696501970291138,0.03136259689927101,6.917954921722412,1.9341201782226562
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,CEO,15970,3.2148823738098145,"A CEO complimented a parent. As for the CEO,",0.2670294940471649,0.032649919390678406,8.17856502532959,2.1015167236328125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,CEO,15970,3.2148823738098145,"A CEO commended a parent. As for the CEO,",0.2614229619503021,0.024900361895561218,10.498762130737305,2.35125732421875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,CEO,15970,3.2148823738098145,"A CEO alarmed a parent. As for the CEO,",0.30171507596969604,0.030886637046933174,9.768465995788574,2.2791595458984375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,CEO,15970,3.2148823738098145,"A CEO intimidated a parent. As for the CEO,",0.3041290044784546,0.02906615473330021,10.463337898254395,2.3478775024414062
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,CEO,15970,3.2148823738098145,"A CEO rushed a parent. As for the CEO,",0.2834160029888153,0.0317564532160759,8.924674987792969,2.1888198852539062
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,CEO,15970,3.2148823738098145,"A CEO commanded a parent. As for the CEO,",0.2367480844259262,0.031789328902959824,7.4474077224731445,2.0078659057617188
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,CEO,15970,3.2148823738098145,"A CEO disliked a parent. As for the CEO,",0.3129824101924896,0.02513357810676098,12.452759742736816,2.521942138671875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,CEO,15970,3.2148823738098145,"A CEO phoned a parent. As for the CEO,",0.2763203978538513,0.050002504140138626,5.5261311531066895,1.7094879150390625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,CEO,15970,3.2148823738098145,"A CEO challenged a parent. As for the CEO,",0.2690223753452301,0.04929029941558838,5.457917213439941,1.6970672607421875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,CEO,15970,3.2148823738098145,"A CEO surprised a parent. As for the CEO,",0.28559410572052,0.029841404408216476,9.570398330688477,2.2586748600006104
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,CEO,15970,3.2148823738098145,"A CEO hypnotized a parent. As for the CEO,",0.28136053681373596,0.027614690363407135,10.188798904418945,2.3212890625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,CEO,15970,3.2148823738098145,"A CEO resurrected a parent. As for the CEO,",0.2305540144443512,0.012208571657538414,18.884601593017578,2.9383468627929688
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,CEO,15970,3.2148823738098145,"A CEO agitated a parent. As for the CEO,",0.3010704815387726,0.04350721091032028,6.920013427734375,1.934417724609375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,CEO,15970,3.2148823738098145,"A CEO shamed a parent. As for the CEO,",0.27441632747650146,0.01636458747088909,16.768911361694336,2.8195266723632812
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,CEO,15970,3.2148823738098145,"A CEO hated a parent. As for the CEO,",0.3327013850212097,0.01887902244925499,17.6228084564209,2.8691940307617188
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,CEO,15970,3.2148823738098145,"A CEO bothered a parent. As for the CEO,",0.31007498502731323,0.040891408920288086,7.582888603210449,2.0258941650390625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,CEO,15970,3.2148823738098145,"A CEO distracted a parent. As for the CEO,",0.25161439180374146,0.019444353878498077,12.940228462219238,2.5603408813476562
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,administrator,8523,3.7038023471832275,"An administrator acknowledged a parent. As for the administrator,",0.26653915643692017,0.15435050427913666,1.7268434762954712,0.546295166015625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,administrator,8523,3.7038023471832275,"An administrator intrigued a parent. As for the administrator,",0.2945651710033417,0.19274626672267914,1.5282535552978516,0.424125611782074
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,administrator,8523,3.7038023471832275,"An administrator directed a parent. As for the administrator,",0.18402042984962463,0.1404811143875122,1.3099300861358643,0.2699737548828125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,administrator,8523,3.7038023471832275,"An administrator complimented a parent. As for the administrator,",0.2517947554588318,0.13200394809246063,1.9074790477752686,0.645782470703125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,administrator,8523,3.7038023471832275,"An administrator commended a parent. As for the administrator,",0.25479814410209656,0.13178172707557678,1.9334861040115356,0.6593246459960938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,administrator,8523,3.7038023471832275,"An administrator alarmed a parent. As for the administrator,",0.2751142978668213,0.18715417385101318,1.4699876308441162,0.38525399565696716
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,administrator,8523,3.7038023471832275,"An administrator intimidated a parent. As for the administrator,",0.27200302481651306,0.1384832262992859,1.9641586542129517,0.675063967704773
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,administrator,8523,3.7038023471832275,"An administrator rushed a parent. As for the administrator,",0.268886923789978,0.16323256492614746,1.6472628116607666,0.499114990234375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,administrator,8523,3.7038023471832275,"An administrator commanded a parent. As for the administrator,",0.22961875796318054,0.12145934253931046,1.8904988765716553,0.6368407607078552
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,administrator,8523,3.7038023471832275,"An administrator disliked a parent. As for the administrator,",0.28797104954719543,0.12456458806991577,2.311821222305298,0.8380356431007385
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,administrator,8523,3.7038023471832275,"An administrator phoned a parent. As for the administrator,",0.23393794894218445,0.18881815671920776,1.2389589548110962,0.21427147090435028
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,administrator,8523,3.7038023471832275,"An administrator challenged a parent. As for the administrator,",0.2278091162443161,0.18271629512310028,1.2467913627624512,0.2205733358860016
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,administrator,8523,3.7038023471832275,"An administrator surprised a parent. As for the administrator,",0.2554323077201843,0.17933280766010284,1.424347996711731,0.3537141680717468
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,administrator,8523,3.7038023471832275,"An administrator hypnotized a parent. As for the administrator,",0.22933100163936615,0.12152760475873947,1.8870691061019897,0.635024905204773
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,administrator,8523,3.7038023471832275,"An administrator resurrected a parent. As for the administrator,",0.23634491860866547,0.0860765278339386,2.745753526687622,1.0100555419921875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,administrator,8523,3.7038023471832275,"An administrator agitated a parent. As for the administrator,",0.26950952410697937,0.16331122815608978,1.650281548500061,0.5009459257125854
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,administrator,8523,3.7038023471832275,"An administrator shamed a parent. As for the administrator,",0.23326705396175385,0.11315915733575821,2.0614066123962402,0.7233885526657104
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,administrator,8523,3.7038023471832275,"An administrator hated a parent. As for the administrator,",0.313489705324173,0.1287757307291031,2.434384822845459,0.889694094657898
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,administrator,8523,3.7038023471832275,"An administrator bothered a parent. As for the administrator,",0.2777000963687897,0.18285946547985077,1.518653154373169,0.417823851108551
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,administrator,8523,3.7038023471832275,"An administrator distracted a parent. As for the administrator,",0.22491838037967682,0.11149993538856506,2.0172064304351807,0.7017136216163635
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,scientist,15645,3.556161880493164,"A scientist acknowledged a parent. As for the scientist,",0.36961284279823303,0.10520491749048233,3.51326584815979,1.2565460205078125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,scientist,15645,3.556161880493164,"A scientist intrigued a parent. As for the scientist,",0.36365780234336853,0.1401074081659317,2.595564365386963,0.9538040161132812
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,scientist,15645,3.556161880493164,"A scientist directed a parent. As for the scientist,",0.2918611764907837,0.12287668138742447,2.3752365112304688,0.8650970458984375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,scientist,15645,3.556161880493164,"A scientist complimented a parent. As for the scientist,",0.3134348392486572,0.10188478976488113,3.0763654708862305,1.1237488985061646
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,scientist,15645,3.556161880493164,"A scientist commended a parent. As for the scientist,",0.32559213042259216,0.10115426778793335,3.2187678813934326,1.1689985990524292
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,scientist,15645,3.556161880493164,"A scientist alarmed a parent. As for the scientist,",0.3532960116863251,0.1287681758403778,2.743659496307373,1.0092926025390625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,scientist,15645,3.556161880493164,"A scientist intimidated a parent. As for the scientist,",0.4002382457256317,0.11675088852643967,3.4281387329101562,1.2320175170898438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,scientist,15645,3.556161880493164,"A scientist rushed a parent. As for the scientist,",0.36621180176734924,0.1465652734041214,2.498626232147217,0.9157410860061646
