run_dir,run_name,input_csv,target_model,model_name,model_dir,selection_variant,formula,re_formula,group_col,optimizer,converged,aic,bic,log_likelihood,nobs,residual_variance,R2m,R2c,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6970.805686719679,7250.132267493884,-3444.4028433598396,6720,0.15838120648836326,0.030010326975402752,0.9085565091342407,0.0027108105404975297,0.03040516652484324,0.015805203185902908,0.0141350460499341
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6970.805686719679,7250.132267493884,-3444.4028433598396,6720,0.15838120648836326,0.030010326975402752,0.9085565091342407,0.0027108105404975297,0.03040516652484324,0.015805203185902908,0.0141350460499341
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__full,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__full,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6971.468345909998,7264.420613551238,-3442.734172954999,6720,0.15830158224953564,0.03003282448172874,0.908657269485162,0.002713020304121056,0.030415893131527604,0.015826839364709987,0.01413349039618362
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6972.805571442528,7258.94499565025,-3444.402785721264,6720,0.15838120327621863,0.030010290994058848,0.9085566088569533,0.0027108114554731783,0.030405188769569765,0.015805223903790747,0.01413506205174204
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__1__C_valence_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__1__C_valence_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6985.896411079404,7265.222991853609,-3451.948205539702,6720,0.15874070304500454,0.029780731912046214,0.9084006212033214,0.0027074919383448214,0.030415862350402157,0.015812209186592853,0.014143517146498688
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__2__C_valence_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__2__C_valence_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6987.224371937758,7259.738109278446,-3453.612185968879,6720,0.15882009380031237,0.029733322676309386,0.9083620844253961,0.002707029458893567,0.030414679987306174,0.015812699841932922,0.01414401397826351
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__1__C_tense_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__1__C_tense_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6987.781817633688,7239.857024673824,-3456.890908816844,6720,0.15897694609379223,0.02965323252801967,0.9082411244135782,0.002705285529236914,0.030411988146092736,0.015806858082149714,0.014140335463917596
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6987.8962961790385,7274.035720386761,-3451.9481480895192,6720,0.15874070030007498,0.029780733374930812,0.9084006230451753,0.002707491963886923,0.030415862340491758,0.015812209209464245,0.014143517245538589
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__2__C_tense_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__2__C_tense_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6989.104845743052,7234.367209349671,-3458.552422871526,6720,0.15905594875040674,0.029599816017818924,0.9082136558183747,0.0027077314528529293,0.030410194426896287,0.015812551725405483,0.014140355965123287
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__0__C_tense_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,6989.781702904562,7248.669753378215,-3456.890851452281,6720,0.15897694335357135,0.029653234199370593,0.9082411257648356,0.0027052855526191887,0.030411988107933028,0.015806858039573487,0.014140335445663545
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__1__C_tense_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__1__C_tense_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,7001.459051143684,7253.5342581838195,-3463.729525571842,6720,0.15930431053252878,0.029466295611774516,0.908068941757665,0.002700921223567799,0.030415240473563747,0.015805055594597984,0.014133461598011104
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__2__C_tense_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__2__C_tense_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,7002.775229789884,7248.037593396503,-3465.387614894942,6720,0.1593837391560084,0.029415244799832395,0.9080343604997178,0.0026992456131986536,0.03041459876855403,0.015807807977964265,0.014134495659281373
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,7003.458936650051,7262.346987123705,-3463.7294683250257,6720,0.15930430779122992,0.02946629728376664,0.9080689430399429,0.0027009212481754587,0.030415240477132184,0.015805055547086624,0.014133461617331205
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__1__C_tense_C_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__1__C_tense_C_syntactic_role,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,7033.0051158812785,7285.080322921414,-3479.5025579406392,6720,0.16006169782206217,0.029027326858716066,0.9076319115581221,0.0026959084127807405,0.03040480439682377,0.015801789492217784,0.014132101236398464
